Country Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Gambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.66666667,35.33333333,53.0,27.0,1.0,0.0,3.0,2.0,1.333333333,0.666666667,0.0,0.0,5.0,9.0,4.5,0.0,2.0,1.0,0.0,3.0,6.0,5.0,4.0,7.0,10.0,6.0,6.0,6
Georgia,,,,,,,,,,,,8.0,1.0,1.0,1.0,1.0,4.0,7.0,4.666666667,2.333333333,0.0,0.0,6.0,3.5,1.0,0.0,0.0,0.0,0.0,0.0,3.5,7.0,5.0,0.0,0.0,40.0,26.66666667,13.33333333,0.0,0.0,0.0,0.0,0.0,18.0,18
Germany,,,,,,,,,,,64.0,0.0,1.0,11.0,13.0,5.0,0.0,30.0,3.0,30.0,18.0,6.0,49.0,9370.0,2.0,4.0,23.0,19.0,8.0,7.0,17.0,4.0,6.0,11.0,8.0,7.5,7.0,5.0,5.0,5.0,0.0,198.0,8180.0,4.0,4
Ghana,0.0,0.0,0.0,0.0,0.0,4.0,4.75,5.5,6.25,7.0,6.0,5.0,40.0,75.0,110.0,145.0,121.75,98.5,75.25,52.0,32.0,12.0,4.0,14.4,24.8,35.2,45.6,56.0,0.0,40.0,63.0,20.0,12.5,5.0,15.0,25.0,10.0,20.0,34.0,32.0,7.0,9.0,0.0,8.0,8
Greece,1.0,24.0,18.0,12.0,0.0,23.0,20.0,1048.0,56.0,30.0,4.0,5.0,3.0,1.0,14.0,52.0,0.0,9.0,17.0,143.0,37.0,11.0,2.0,0.0,0.0,2.0,4.0,86.0,2.0,0.0,1.0,3.5,6.0,4.5,3.0,3.0,4.0,26.0,100.0,7.0,10.0,3.0,3092.0,40.0,0
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,39.0,32.5,26.0,19.5,13.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Guatemala,206.6666667,413.3333333,620.0,0.0,0.0,0.0,0.0,84.0,5.0,10.0,23.5,37.0,0.0,5.0,10.0,31.0,0.0,217.5,435.0,14.0,36.0,55.0,70.0,22.0,802.5,1583.0,6.0,11.0,74.0,36.0,227.0,83.0,44.0,1.0,6.0,358.0,10.0,20.0,463.0,4.0,167.0,2.0,55.0,164.0,164
Guinea,,0.0,0.0,443.0,398.7,354.4,310.1,265.8,221.5,177.2,132.9,88.6,44.3,0.0,2.4,4.8,7.2,9.6,12.0,8.0,4.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,8.0,16.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,8
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.833333333,0.666666667,0.5,0.333333333,0.166666667,0.0,0.6,1.2,1.8,2.4,3.0,2.25,1.5,0.75,0.0,0.0,3.0,1.5,0.0,0.0,0.0,1.0,2.0,2.125,2.25,2.375,2.5,2.625,2.75,2.875,3.0,3.0,3.0,3.0,3.0,3.0,3
Guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.857142857,9.714285714,14.57142857,19.42857143,24.28571429,29.14285714,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
